Date,Open,High,Low,Close,Adj Close,Volume
2022-04-19,272.0,272.5,258.79998779296875,261.54998779296875,250.04722595214844,23380138
2022-04-20,262.8999938964844,265.45001220703125,257.54998779296875,259.54998779296875,248.13519287109375,24510612
2022-04-21,259.70001220703125,264.45001220703125,259.6000061035156,260.3999938964844,248.9478302001953,23412279
2022-04-22,260.0,263.0,258.54998779296875,261.1000061035156,249.61705017089844,15671273
2022-04-25,258.79998779296875,259.0,252.5,255.25,244.02430725097656,24208645
2022-04-26,256.6000061035156,260.70001220703125,256.25,258.95001220703125,247.56161499023438,20536714
2022-04-27,256.20001220703125,258.5,255.75,257.5,246.17535400390625,16580824
2022-04-28,259.5,263.70001220703125,258.1499938964844,261.1000061035156,249.61705017089844,27924384
2022-04-29,263.0,263.0,258.5,259.54998779296875,248.13519287109375,20419904
2022-05-02,258.0,264.5,257.04998779296875,263.1499938964844,251.57687377929688,18965820
2022-05-04,264.0,266.04998779296875,258.6000061035156,259.75,248.326416015625,25951999
2022-05-05,262.0,265.20001220703125,260.3999938964844,262.04998779296875,250.52525329589844,17932895
2022-05-06,259.0,267.3500061035156,258.8999938964844,266.6499938964844,254.92294311523438,34490123
2022-05-09,266.1499938964844,266.1499938964844,260.54998779296875,262.95001220703125,251.38568115234375,21403710
2022-05-10,262.0,266.79998779296875,259.1000061035156,259.75,248.326416015625,18033260
2022-05-11,259.0,262.20001220703125,251.75,255.64999389648438,244.40670776367188,17344099
2022-05-12,255.0,256.3999938964844,249.14999389648438,252.89999389648438,241.7776641845703,20044726
2022-05-13,254.9499969482422,260.8500061035156,254.5,258.6000061035156,247.2270050048828,11921627
2022-05-16,259.95001220703125,259.95001220703125,253.0,254.10000610351562,242.9248809814453,8186859
2022-05-17,255.0,265.5,254.8000030517578,264.70001220703125,253.0587158203125,17797974
2022-05-18,266.0,267.79998779296875,263.1499938964844,266.79998779296875,255.06634521484375,20200332
2022-05-19,262.6000061035156,279.25,262.6000061035156,275.6499938964844,263.52716064453125,78287713
2022-05-20,277.0,282.3500061035156,277.0,280.0,267.6858215332031,32370771
2022-05-23,280.0,280.45001220703125,273.04998779296875,274.5,262.4277038574219,21700165
2022-05-24,275.0,275.0,270.0,270.8500061035156,258.9382629394531,15547968
2022-05-25,272.95001220703125,273.8999938964844,270.5,272.70001220703125,260.7068786621094,15288648
2022-05-26,268.25,268.25,263.8500061035156,266.70001220703125,260.9515075683594,18420159
2022-05-27,269.0,270.70001220703125,265.04998779296875,269.20001220703125,263.3976135253906,13468067
2022-05-30,270.5,271.0,267.6000061035156,269.04998779296875,263.2508239746094,11819102
2022-05-31,269.04998779296875,274.5,266.3999938964844,270.6499938964844,264.81634521484375,23208345
2022-06-01,270.6499938964844,274.1000061035156,270.20001220703125,271.8500061035156,265.990478515625,14699792
2022-06-02,270.70001220703125,274.45001220703125,267.8500061035156,273.5,267.60491943359375,14240994
2022-06-03,275.0,275.70001220703125,271.6000061035156,272.70001220703125,266.8221740722656,12487862
2022-06-06,272.3999938964844,275.79998779296875,269.70001220703125,274.79998779296875,268.87689208984375,10925182
2022-06-07,273.20001220703125,275.0,272.25,273.8999938964844,267.9963073730469,10828539
2022-06-08,273.95001220703125,274.3999938964844,266.20001220703125,267.8999938964844,262.1256103515625,14361969
2022-06-09,267.79998779296875,271.70001220703125,265.75,270.8500061035156,265.0120544433594,9860194
2022-06-10,269.04998779296875,271.0,268.75,270.1499938964844,264.3271179199219,8371061
2022-06-13,266.3999938964844,269.1000061035156,263.0,264.6499938964844,258.9456787109375,11092690
2022-06-14,263.20001220703125,267.45001220703125,263.04998779296875,265.45001220703125,259.7284240722656,7422193
2022-06-15,266.0,267.29998779296875,263.04998779296875,263.3999938964844,257.7226257324219,5059474
2022-06-16,267.0,267.8999938964844,259.5,260.70001220703125,255.080810546875,14293357
2022-06-17,259.0,264.1499938964844,258.54998779296875,263.29998779296875,257.624755859375,16654660
2022-06-20,263.29998779296875,266.1499938964844,261.3500061035156,264.1000061035156,258.40753173828125,17081136
2022-06-21,265.0,270.8500061035156,264.1000061035156,269.8999938964844,264.0824890136719,13883034
2022-06-22,267.0,270.29998779296875,264.8999938964844,265.29998779296875,259.5816345214844,11320918
2022-06-23,265.5,267.25,262.3999938964844,265.5,259.77734375,9067252
2022-06-24,266.1000061035156,268.3500061035156,265.20001220703125,265.8500061035156,260.11981201171875,7013132
2022-06-27,267.0,270.6499938964844,266.5,269.95001220703125,264.1314392089844,8172964
2022-06-28,268.8999938964844,272.25,268.54998779296875,271.8500061035156,265.990478515625,11240154
2022-06-29,269.25,275.0,269.1499938964844,274.04998779296875,268.14306640625,16018449
2022-06-30,273.95001220703125,274.70001220703125,272.0,273.5,267.60491943359375,19262054
2022-07-01,273.5,285.0,271.20001220703125,284.3500061035156,278.2210693359375,35165665
2022-07-04,285.6499938964844,293.29998779296875,284.79998779296875,291.8999938964844,285.6083068847656,39881736
2022-07-05,293.0,293.0,285.75,286.8999938964844,280.716064453125,18568655
2022-07-06,286.1000061035156,290.0,285.29998779296875,289.29998779296875,283.0643615722656,18292925
2022-07-07,291.0,293.1499938964844,288.5,291.95001220703125,285.6572570800781,13794991
2022-07-08,292.8999938964844,294.45001220703125,290.3999938964844,293.04998779296875,286.7335205078125,11110418
2022-07-11,293.0,296.95001220703125,292.04998779296875,295.0,288.6415100097656,12352667
2022-07-12,293.0,295.3500061035156,290.8999938964844,292.70001220703125,286.39111328125,14074628
2022-07-13,293.0,294.79998779296875,292.70001220703125,294.04998779296875,287.71197509765625,9277570
2022-07-14,294.29998779296875,296.3500061035156,289.1499938964844,290.8500061035156,284.5809631347656,13414357
2022-07-15,292.0,294.0,289.5,293.54998779296875,287.2227478027344,11025420
2022-07-18,295.0,296.29998779296875,293.75,295.29998779296875,288.9350280761719,11315876
2022-07-19,295.0,295.6000061035156,292.70001220703125,294.6000061035156,288.2501220703125,9188419
2022-07-20,294.8999938964844,299.5,293.6000061035156,298.20001220703125,291.7725524902344,15789281
2022-07-21,299.0,302.20001220703125,298.0,299.54998779296875,293.0934143066406,16042840
2022-07-22,300.0,302.5,298.1000061035156,300.54998779296875,294.0718688964844,9967545
2022-07-25,299.0,302.95001220703125,298.79998779296875,301.1000061035156,294.6100158691406,10640727
2022-07-26,301.0,303.75,300.45001220703125,302.45001220703125,295.9309387207031,9739177
2022-07-27,302.8500061035156,305.0,300.6000061035156,304.1499938964844,297.5942687988281,9346146
2022-07-28,304.8999938964844,305.20001220703125,302.3999938964844,303.45001220703125,296.9093933105469,10839070
2022-07-29,305.0,305.8999938964844,301.3500061035156,303.04998779296875,296.5179748535156,16932743
2022-08-01,304.0,308.79998779296875,303.1000061035156,307.5,300.8720703125,15889556
2022-08-02,310.0,316.6499938964844,308.20001220703125,309.95001220703125,303.2692565917969,38982557
2022-08-03,310.8999938964844,310.8999938964844,303.6499938964844,308.1499938964844,301.508056640625,17695228
2022-08-04,308.0,310.3500061035156,307.1499938964844,309.5,302.8289794921875,15901918
2022-08-05,309.5,311.79998779296875,309.1000061035156,310.8500061035156,304.1498718261719,10088723
2022-08-08,310.95001220703125,313.95001220703125,310.04998779296875,313.1499938964844,306.4002685546875,8307140
2022-08-10,313.1499938964844,314.1000061035156,310.75,311.20001220703125,304.4923400878906,8923568
2022-08-11,313.0,313.45001220703125,305.29998779296875,306.25,299.6490173339844,10885990
2022-08-12,306.25,309.3999938964844,304.5,308.54998779296875,301.8994140625,6422504
2022-08-16,308.54998779296875,311.5,308.54998779296875,310.54998779296875,303.8563232421875,8609864
2022-08-17,311.70001220703125,313.25,311.0,312.54998779296875,305.813232421875,7975854
2022-08-18,313.0,316.0,312.6000061035156,315.6499938964844,308.8464050292969,9883851
2022-08-19,316.1499938964844,316.1499938964844,311.20001220703125,312.0,305.27508544921875,10422413
2022-08-22,311.20001220703125,317.0,311.0,314.3999938964844,307.62335205078125,11355837
2022-08-23,312.95001220703125,316.0,312.1000061035156,315.8999938964844,309.0910339355469,9338887
2022-08-24,315.75,319.45001220703125,313.04998779296875,314.1000061035156,307.329833984375,11346892
2022-08-25,315.45001220703125,316.3999938964844,311.6000061035156,312.3500061035156,305.6175537109375,7759104
2022-08-26,314.75,315.3999938964844,312.0,312.8999938964844,306.1556701660156,6956588
2022-08-29,310.0,314.95001220703125,308.8500061035156,313.54998779296875,306.7916564941406,11361400
2022-08-30,314.25,321.3999938964844,314.25,320.5,313.5918884277344,17829428
2022-09-01,319.5,321.8999938964844,316.0,317.6000061035156,310.7543640136719,13254985
2022-09-02,318.70001220703125,324.25,318.04998779296875,323.1499938964844,316.18475341796875,25758860
2022-09-05,325.0,329.6000061035156,323.75,328.8500061035156,321.76190185546875,17471906
2022-09-06,330.0,330.0,326.3999938964844,327.1499938964844,320.0985107421875,11970750
2022-09-07,326.0,328.29998779296875,325.25,326.1000061035156,319.0711669921875,8085824
2022-09-08,329.0,330.6000061035156,327.5,329.8999938964844,322.78924560546875,10911130
2022-09-09,330.6000061035156,333.29998779296875,330.0,330.5,323.3763122558594,9408098
2022-09-12,332.0,332.3999938964844,330.0,330.8999938964844,323.7677001953125,8712689
2022-09-13,331.70001220703125,335.0,330.6000061035156,334.3999938964844,327.1922607421875,10520207
2022-09-14,331.0,339.0,330.95001220703125,335.3500061035156,328.1217956542969,12267025
2022-09-15,336.3999938964844,337.04998779296875,332.8999938964844,334.1000061035156,326.89874267578125,8418672
2022-09-16,332.3500061035156,334.6000061035156,329.70001220703125,331.29998779296875,324.1590881347656,12492851
2022-09-19,329.1000061035156,336.8999938964844,329.1000061035156,335.6000061035156,328.3664245605469,14365461
2022-09-20,338.75,339.6000061035156,335.0,336.0,328.75775146484375,9526068
2022-09-21,336.0,345.20001220703125,335.5,340.95001220703125,333.6011047363281,20992080
2022-09-22,341.0,348.75,340.8999938964844,345.04998779296875,337.6127014160156,24179987
2022-09-23,347.5,349.54998779296875,343.29998779296875,346.3999938964844,338.9336242675781,22838807
2022-09-26,344.8500061035156,345.95001220703125,331.75,332.6000061035156,325.43109130859375,16205789
2022-09-27,335.0,339.54998779296875,334.0,334.8500061035156,327.632568359375,9991052
2022-09-28,331.95001220703125,333.29998779296875,324.29998779296875,324.95001220703125,317.94598388671875,15552911
2022-09-29,329.0,334.8999938964844,327.75,333.04998779296875,325.871337890625,18281337
2022-09-30,333.04998779296875,335.75,330.1499938964844,332.20001220703125,325.0397033691406,12427919
2022-10-03,332.8999938964844,333.0,323.25,324.3999938964844,317.4078063964844,9111289
2022-10-04,328.70001220703125,334.0,328.0,332.8500061035156,325.6756896972656,8803255
2022-10-06,335.0,339.29998779296875,332.54998779296875,336.6499938964844,329.3937683105469,22235092
2022-10-07,336.79998779296875,336.8500061035156,331.29998779296875,334.1000061035156,326.89874267578125,10506078
2022-10-10,330.0,331.45001220703125,326.04998779296875,327.8500061035156,320.783447265625,9388996
2022-10-11,329.0,330.45001220703125,325.1000061035156,326.29998779296875,319.266845703125,10609956
2022-10-12,327.95001220703125,331.45001220703125,324.75,330.1000061035156,322.9849548339844,10337544
2022-10-13,329.95001220703125,331.29998779296875,328.0,328.6499938964844,321.5661926269531,7266724
2022-10-14,332.29998779296875,333.8999938964844,330.8500061035156,332.1000061035156,324.94183349609375,6424915
2022-10-17,331.1000061035156,334.75,329.6000061035156,332.25,325.088623046875,6929063
2022-10-18,333.95001220703125,341.0,333.54998779296875,340.29998779296875,332.965087890625,20887417
2022-10-19,343.1000061035156,347.45001220703125,339.79998779296875,346.3500061035156,338.88470458984375,16296080
2022-10-20,347.0,350.95001220703125,344.79998779296875,349.70001220703125,342.1625061035156,18474706
2022-10-21,353.20001220703125,353.20001220703125,344.5,345.6000061035156,338.1508483886719,27372160
2022-10-24,348.95001220703125,349.70001220703125,347.0,347.70001220703125,340.2055969238281,3170564
2022-10-25,349.45001220703125,349.5,343.6499938964844,346.29998779296875,338.83575439453125,17242211
2022-10-27,346.6499938964844,348.3500061035156,343.8500061035156,345.79998779296875,338.3465270996094,18558597
2022-10-28,347.54998779296875,348.6000061035156,345.1000061035156,345.79998779296875,338.3465270996094,13069167
2022-10-31,348.0,350.5,344.75,348.70001220703125,341.1840515136719,13825970
2022-11-01,349.25,350.5,347.20001220703125,349.5,341.966796875,19665200
2022-11-02,348.5,356.25,348.5,354.6499938964844,347.0057678222656,16781507
2022-11-03,354.0,358.5,353.0,353.70001220703125,346.0762939453125,10736155
2022-11-04,354.0,356.0,352.5,353.6000061035156,345.9784240722656,8386849
2022-11-07,355.0,356.3500061035156,350.0,353.5,345.8805847167969,10050303
2022-11-09,353.5,361.45001220703125,353.20001220703125,360.70001220703125,352.9253845214844,20611075
2022-11-10,359.0,359.8999938964844,354.1000061035156,356.0,348.3266906738281,19327625
2022-11-11,360.0,360.95001220703125,354.6499938964844,356.3500061035156,348.6691589355469,10950902
2022-11-14,356.3500061035156,356.95001220703125,346.6000061035156,347.20001220703125,339.71636962890625,17639889
2022-11-15,348.95001220703125,348.95001220703125,339.1499938964844,345.25,337.8083801269531,15451411
2022-11-16,345.70001220703125,346.8500061035156,341.6499938964844,344.1000061035156,336.6831970214844,7604924
2022-11-17,344.1000061035156,347.45001220703125,342.6000061035156,343.70001220703125,336.29180908203125,9994270
2022-11-18,343.70001220703125,344.75,339.79998779296875,341.04998779296875,333.69891357421875,7838297
2022-11-21,339.1000061035156,340.0,334.3999938964844,337.20001220703125,329.93194580078125,9198816
2022-11-22,337.0,341.0,335.70001220703125,340.25,332.9161682128906,6495845
2022-11-23,342.0,342.0,337.5,339.79998779296875,332.4758605957031,7768291
2022-11-24,339.79998779296875,342.5,337.54998779296875,340.75,333.4053955078125,8140857
2022-11-25,341.0,341.8999938964844,337.79998779296875,340.29998779296875,332.965087890625,6933254
2022-11-28,340.0,341.75,338.75,340.04998779296875,332.7204895019531,9902739
2022-11-29,340.0,345.0,340.0,342.29998779296875,334.9219665527344,10189855
2022-11-30,341.25,344.1499938964844,339.0,340.0,332.67156982421875,22556502
2022-12-01,341.70001220703125,341.70001220703125,336.79998779296875,339.54998779296875,332.2312316894531,16630417
2022-12-02,339.3500061035156,340.79998779296875,336.75,337.1499938964844,329.88299560546875,8388835
2022-12-05,337.6499938964844,338.8500061035156,334.1499938964844,336.75,329.4916076660156,9716390
2022-12-06,334.1000061035156,338.20001220703125,334.1000061035156,337.29998779296875,330.0297546386719,6327430
2022-12-07,338.5,341.5,336.6499938964844,340.1000061035156,332.7694091796875,9813208
2022-12-08,340.20001220703125,342.1499938964844,337.5,338.3999938964844,331.1060485839844,6200447
2022-12-09,339.75,342.5,338.0,341.3999938964844,334.0413818359375,8132228
2022-12-12,341.0,344.0,340.1000061035156,343.20001220703125,335.8026123046875,11214662
2022-12-13,344.5,346.0,342.3999938964844,345.6000061035156,338.1508483886719,10693426
2022-12-14,346.0,347.3500061035156,343.75,345.3999938964844,337.95513916015625,7379878
2022-12-15,344.75,346.1000061035156,338.0,338.8500061035156,331.5463562011719,8154931
2022-12-16,337.5,338.8999938964844,331.29998779296875,335.1000061035156,327.8771667480469,12429280
2022-12-19,336.79998779296875,342.3500061035156,335.3500061035156,340.5,333.1607971191406,7812801
2022-12-20,340.04998779296875,340.95001220703125,336.75,340.1499938964844,332.8183288574219,5482218
2022-12-21,341.0,341.25,334.5,335.1499938964844,327.92608642578125,7045201
2022-12-22,335.6499938964844,337.3999938964844,329.8999938964844,332.45001220703125,325.2843017578125,6584445
2022-12-23,330.8999938964844,331.8999938964844,325.3500061035156,326.70001220703125,319.65826416015625,10073884
2022-12-26,326.5,335.1000061035156,325.5,334.6000061035156,327.387939453125,9566210
2022-12-27,335.6000061035156,336.3999938964844,330.1499938964844,333.1499938964844,325.9692077636719,6727343
2022-12-28,332.8500061035156,335.0,331.5,334.3999938964844,327.1922607421875,7737562
2022-12-29,334.3500061035156,335.75,331.54998779296875,335.3500061035156,328.1217956542969,8105359
2022-12-30,335.3999938964844,336.75,330.5,331.54998779296875,324.4036865234375,6960264
2023-01-02,330.8999938964844,334.0,329.6499938964844,332.8500061035156,325.6756896972656,5951893
2023-01-03,331.5,333.3500061035156,330.25,331.1000061035156,323.9634094238281,5997051
2023-01-04,331.8500061035156,332.5,326.0,327.0,319.9517517089844,6689769
2023-01-05,328.6499938964844,333.8999938964844,328.20001220703125,333.45001220703125,326.26275634765625,8171437
2023-01-06,334.70001220703125,337.54998779296875,333.1000061035156,335.04998779296875,327.8282470703125,8284135
2023-01-09,336.95001220703125,341.29998779296875,336.1499938964844,338.04998779296875,330.7635803222656,10618786
2023-01-10,337.8999938964844,338.3999938964844,332.54998779296875,333.3999938964844,326.21380615234375,6949605
2023-01-11,335.1000061035156,335.1000061035156,331.29998779296875,331.79998779296875,324.6482849121094,4584293
2023-01-12,333.3999938964844,333.6000061035156,328.1000061035156,329.8500061035156,322.7403259277344,6638422
2023-01-13,329.8500061035156,332.25,326.3999938964844,328.75,321.6640319824219,14412671
2023-01-16,330.3500061035156,332.20001220703125,327.54998779296875,330.20001220703125,323.0827941894531,8253942
2023-01-17,330.20001220703125,333.5,329.1000061035156,332.25,325.088623046875,13712537
2023-01-18,334.0,336.54998779296875,332.3999938964844,334.6499938964844,327.4368591308594,12555527
2023-01-19,334.0,335.6499938964844,331.6499938964844,332.1499938964844,324.9907531738281,8346130
2023-01-20,332.0,335.20001220703125,329.25,334.6000061035156,327.387939453125,13103664
2023-01-23,336.0,338.1499938964844,333.04998779296875,337.75,330.4700622558594,7124807
2023-01-24,337.79998779296875,340.75,337.6000061035156,338.95001220703125,331.64422607421875,12302874
2023-01-25,338.8999938964844,341.0,335.25,339.25,331.9377136230469,12497542
2023-01-27,341.79998779296875,348.8500061035156,341.5,346.0,338.542236328125,21040139
2023-01-30,346.8999938964844,351.75,341.8500061035156,344.79998779296875,337.36810302734375,14091519
2023-01-31,346.0,355.0,341.04998779296875,352.3500061035156,344.75537109375,17134291
